Serial number,text,unix timestamp (milliseconds),whisper_assigned_categories,country,region,Hate targets extracted from the whisper text,Hate categories assigned by us
2492,I fucking hate stupid people!! why is it that u cant trust people who say they are ur friends.,1410492265311,"Confessions,DIY and Home,Politics,Q and A",United States,Nevada,stupid people,other
2493,I hate white people,1410492354909,"Confessions,DIY and Home,Politics",,,white people,race
2494,I FUCKING HATE FAKE PEOPLE!!!,1410493681727,"DIY and Home,Politics",United States,Indiana,fake people,behavior
2495,I hate rude people with all my heart mas lo que se aprovechan de mi kindness :(,1410496440866,"DIY and Home,Politics",,,rude people,behavior
2496,I hate racist people!,1410523395244,,United Kingdom,,racist people,race
2497,I hate stupid people; they're all around me and I can feel my intelligence and creativity slowly slipping away...,1410525368897,"Confessions,DIY and Home,Politics",,,stupid people,other
2498,I don't like fat people. they are pathetic. ,1410529573874,"Confessions,DIY and Home,Politics",,,fat people,physical
2499,i hate black people,1410534378554,"DIY and Home,Politics",United States,Tennessee,black people,race
2500,"I secretly hate black people. 

I'm black. ",1410534563887,"Confessions,DIY and Home,Politics",,,black people,race
2501,I hate rude people!,1410536951953,"DIY and Home,Politics",United Kingdom,England,rude people,behavior
2502,I loathe attractive people. ,1410536975262,"Confessions,DIY and Home,Politics",,,attractive people,physical
2503,I hate lazy people. They disgust me to no end. Worse is lazy people who brag about how lazy they are for attention. Get off your fucking lazy ass and do something meaningful with your life.,1410538405028,"LOL,NSFW,Politics,Relationships",United States,Georgia,lazy people,behavior
2504,i hate ghetto people,1410538609810,"DIY and Home,Politics",,,ghetto people,class
2505,"I can't stand weak people, Death might be the best for you. Life is too much for you! Life is for warriors, and persistent people... like those in Saint Jude ",1410539887378,"Confessions,DIY and Home,LOL,Politics",United States,Oregon,weak people,physical
2506,the amount of stupidity some people have is astonishing. I hate dumb people. and whores. put some clothes on and stay classy ladies. jeez.,1410543953922,"DIY and Home,Politics,School",,,dumb people,other
2507,I hate rude people.,1410545025718,"Confessions,DIY and Home,Politics",United Kingdom,England,rude people,behavior
2508,I hate fake people !!!!!! Just be real!!!    ,1410545378189,"DIY and Home,Politics",United States,Alabama,fake people,behavior
2509,I hate selfish people's. They pissed me off,1410546330906,"Confessions,DIY and Home,Politics",India,Uttar Pradesh,selfish people,behavior
2510,I hate Emo people ,1410549612988,"Confessions,DIY and Home,Politics",,,emo people,behavior
2511,I hate black people,1410551689611,"DIY and Home,Politics",United States,South Carolina,black people,race
2512,I hate black people,1410551835892,"DIY and Home,Politics",,,black people,race
2513,"I hate black people
",1410551972499,"DIY and Home,Politics",,,black people,race
2514,I hate white people,1410552846386,"Confessions,DIY and Home,Politics",,,white people,race
2515,"I hate rich people. I don't fucking care how nice you are. If you're rich, I hate you. 😑",1410558048331,"DIY and Home,LOL,Politics",,,rich people,class
2516,I HATE MEXICAN PEOPLE AN I AM MEXICAN  ,1410559133649,"DIY and Home,Politics",United States,Nevada,mexican people,behavior
2517,"I hate obese people who are proud of their weight. 

You. Are. Dying. 

That's not something to be proud of",1410561806367,"Confessions,DIY and Home,Health and Wellness,LOL,Politics",,,obese people,physical
2518,I hate disrespectful people ,1410564300277,"Confessions,DIY and Home,Politics",,,disrespectful people,behavior
2519,i hate fake people who only wants to be your friend when it's beneficial to them ,1410565347664,,,,fake people,behavior
2520,"I hate ignorant people, that come into work. 
",1410565409378,,,,ignorant people,behavior
2521,I cannot stand fake people. Grow up it's not that hard to do ,1410568482842,"Confessions,DIY and Home,Politics",,,fake people,behavior
2522,I do not care for old people at all. ,1410569584119,"DIY and Home,Politics",United States,Kentucky,old people,physical
2523,I hate fat people so much. It's gross and that's something they can change.,1410570557772,"Confessions,DIY and Home,Politics",United States,Texas,fat people,physical
2524,I hate fake people!,1410570971223,"Confessions,DIY and Home,Politics",,,fake people,behavior
2525,I hate stupid people,1410571018453,"DIY and Home,Politics",United States,Florida,stupid people,other
2526,I hate black people ,1410571380126,"DIY and Home,Politics",,,black people,race
2527,I hate black people,1410575663350,"DIY and Home,Politics",,,black people,race
2528,"working at electronic store I hate stupid people and iPhone sheeple ""when's the new iPhone 6 coming out ?"" ummm idk Google it on your current iPhone stupid ass.",1410576046929,"LOL,NSFW,Politics",,,stupid people,other
2529,I hate fake people. ,1410578051531,"Confessions,DIY and Home,Politics",United States,Illinois,fake people,behavior
2530,I can't stand fake people ,1410578310378,"Confessions,DIY and Home,Politics",,,fake people,behavior
2531,i hate normal people ,1410579207184,"Confessions,DIY and Home,Politics",United States,Texas,normal people,behavior
2532,Sometimes I wish I had a friend that I could talk to and go do things with.  then I remembered I'm married and have kids and I hate fake people and the drama they bring. so I sit in silence. ,1410583883008,"Confessions,DIY and Home,Parenting,Politics,Relationships",United States,California,fake people,behavior
2533,The reason I hate old people is because my irritating grandma. She's 100% lucid and eats things out of the garbage and saves everything. Yet she's rich. ,1410587582751,"Confessions,DIY and Home,Family,Politics,Sports",United States,Idaho,old people,physical
2534,I hate Asian  people,1410591116564,"DIY and Home,Politics",United States,Hawaii,asian people,ethnicity
2535,I hate gay people and black people fuck the jews I'm glad the twin towers fell. 👍👌😊,1410591391001,"Confessions,DIY and Home,LGBTQ,Politics",Australia,Western Australia,gay people,sexual_orientation
2536,I hate drunk people when I'm not drunk ,1410597988135,"Confessions,DIY and Home,Drugs and Alcohol,LOL,Politics",,,drunk people,other
2537,i hate stupid people!,1410617437669,"DIY and Home,Politics",,,stupid people,other
2538,I hate racist people,1410622753138,,,,racist people,race
2539,I hate illiterate people.,1410624776595,"Confessions,DIY and Home,Politics",United States,Florida,illiterate people,other
2540,I don't like gay people. Simple as 😁 soz yh you all disgust me! ,1410626098084,"Confessions,DIY and Home,LGBTQ,LOL,Politics",,,gay people,sexual_orientation
2541,"i seriously hate nosy people, just saying",1410629933273,"Confessions,DIY and Home,Politics",United States,Illinois,nosy people,behavior
2542,i hate rude people that are against plus size people. Get a life losers!!!,1410630184011,"Confessions,DIY and Home,Politics",,,rude people,behavior
2543,"I'm so sick of nosey people in Casper.
 If you're really worried about something/someone go to the source not fucking FB. Good heavens!!! And people wonder why I never get on that shit anymore. ",1410631836978,"Confessions,DIY and Home,Politics",United States,Wyoming,nosey people,behavior
2544,"I hate black people, but I only have black friends so people don't know I'm racist ",1410632437524,"Confessions,DIY and Home,Politics",,,black people,race
2545,I hate gay people!!,1410633122391,"DIY and Home,LGBTQ,Politics",,,gay people,sexual_orientation
2546,I hate racist people,1410639118270,"Confessions,DIY and Home,Politics",United States,Minnesota,racist people,race
2547,I hate black people ,1410641150238,"DIY and Home,Politics",,,black people,race
2548,"I hate rude people who ignore you. if someone's goes out of their way to message you, and you ignore them, you're a fucking coward.",1410641999617,"DIY and Home,LOL,Politics",Canada,Washington,rude people,behavior
2549,I hate went people say they party harder than you,1410644949449,"DIY and Home,LOL,Politics",United States,California,went people,other
2550,i hate negative people😅,1410646405988,"DIY and Home,Politics",,,negative people,behavior
2551,I hate religious people.,1410646450356,"Confessions,DIY and Home,Faith,Politics",,,religious people,religion
2552,I fucking hate fat people -.- I'm talking like 300+ Most of them are fucking slobs,1410652950267,"Confessions,DIY and Home,Politics",United States,Pennsylvania,fat people,physical
2553,I hate black people my boyfriend is black.,1410654520125,"DIY and Home,Politics,Relationships",United States,Illinois,black people,race
2554,I hate black people ,1410661118486,"DIY and Home,Politics",,,black people,race
2555,"i can't stand overweight people. i'm really nice to their face though. 





#sorrynotsorry",1410662181498,,,,overweight people,physical
2556,"I can't stand fat people, that always say how much they hate being fat and do NOTHING about it.",1410664837391,"Confessions,DIY and Home,Health and Wellness,Politics",United States,California,fat people,physical
2557,"""I hate fat people"" yeah well we hate you too :)",1410665413950,"DIY and Home,LOL,Politics",,,fat people,physical
2558,I hate negative people. But sometimes I'm negative myself.,1410668256092,"Confessions,DIY and Home,Health and Wellness,Politics",,,negative people,behavior
2559,I hate ghetto people,1410671534045,"DIY and Home,Politics",,,ghetto people,class
2560,I hate homophobic people,1410672682859,"DIY and Home,Politics",,,homophobic people,sexual_orientation
2561,"I fucking hate judgemental people. Yea I have gauges, tattoos and piercings so fucking what",1410674438622,"DIY and Home,Politics,Tattoos and Piercings",United States,Utah,judgemental people,behavior
2562,I hate fat people. My mom is obese.,1410675731705,"DIY and Home,Family,Health and Wellness,Parenting,Politics",,,fat people,physical
2563,"I can't help it, I hate black people. 

",1410677016059,,,,black people,race
2564,I hate rich people and I want to be rich.,1410677917182,"DIY and Home,Politics",,,rich people,class
2565,I hate religious people.,1410679138930,"Confessions,DIY and Home,Faith,Politics",United States,Utah,religious people,religion
2566,I'm so sick of stupid people,1410680013990,"Confessions,DIY and Home,Politics",United Kingdom,England,stupid people,other
