Tweet id (you need to refetch them using Twitter API),Hate targets extracted from the tweet text,Hate categories assigned by us
 511146033448251393 ,mean people,behavior
 511175729095401472 ,black people,race
 511184323228479488 ,arrogant people,behavior
 511187372495872000 ,loud people,behavior
 511187745788944384 ,shallow people,other
 511187934528438272 ,loud people,behavior
 511188299416100864 ,stupid people,other
 511195492664238082 ,needy people,behavior
 511196419621793793 ,pregnant people,gender
 511196843238518784 ,negative people,behavior
 511197791142813696 ,negative people,behavior
 511209744905015296 ,unappreciative people,behavior
 511216447427993600 ,negative people,behavior
 511216564830765056 ,childish people,behavior
 511226828321984513 ,inconsiderate people,behavior
 511229441369182208 ,rude people,behavior
 511236831732854784 ,loud people,behavior
 511237091783901185 ,ignorant people,behavior
 511274333009108994 ,tall people,physical
 511281878570389505 ,happy people,behavior
 511295640069214208 ,old people,physical
 511311322563084288 ,fake people,behavior
 511318276715327488 ,judgmental people,behavior
 511320021558386688 ,petty people,behavior
 511323158893187073 ,petty people,behavior
 511324899517149185 ,inconsiderate people,behavior
 511338866578829312 ,black people,race
 511340565263548416 ,black people,race
 511341936787996672 ,judgmental people,behavior
 511346512786255872 ,cheap people,behavior
 511348714796249088 ,emotional people,behavior
 511354465187028992 ,ignorant people,behavior
 511355958350450688 ,hypocritical people,behavior
 511366192435449856 ,rich people,class
 511367207465791489 ,fake people,behavior
 511368994260271104 ,messy people,behavior
 511372962046697472 ,black people,race
 511394629816557568 ,fake people,behavior
 511395057656954880 ,pretty people,physical
 511419208437993472 ,awkward people,behavior
 511462107791908864 ,pretentious people,behavior
 511468843827359744 ,fake people,behavior
 511508261921886210 ,fake people,behavior
 511519947256651777 ,sneaky people,behavior
 511523592094621696 ,ugly people,physical
 511541547897085954 ,inconsistent people,behavior
 511552574739075072 ,white people,race
 511553216472170496 ,racist people,race
 511553367466717185 ,white people,race
 511568852816113664 ,ignorant people,behavior
 511570027221639168 ,white people,race
 511572212487581696 ,white people,race
 511575353991520256 ,black people,race
 511576540996304897 ,white people,race
 511581049877692416 ,in people,other
 511594916242534402 ,white people,race
 511604919661772801 ,stubborn people,behavior
 511606672885035008 ,lazy people,behavior
 511607113261780992 ,stupid people,other
 511607444632784896 ,stupid people,other
 511617733234917376 ,rude people,behavior
 511618106557734912 ,negative people,behavior
 511618148488183808 ,lazy people,behavior
 511618169468104704 ,hot people,physical
 511629292737155072 ,stingy people,behavior
 511632778220556288 ,racist people,race
 511637391950360577 ,hot people,physical
 511643909894987776 ,selfish people,behavior
 511646032233779200 ,ugly people,physical
 511655159043481601 ,racist people,race
 511655767200792578 ,white people,race
 511656589283979264 ,cheap people,behavior
 511658795500847104 ,unreliable people,behavior
 511659441389707264 ,fake people,behavior
 511661337223921664 ,old people,physical
 511662499058683904 ,corny people,behavior
 511664738821238784 ,gay people,sexual_orientation
 511666320061247488 ,mean people,behavior
 511669214126809088 ,black people,race
 511671500030500865 ,fake people,behavior
 511685592875560960 ,lazy people,behavior
 511688419836055552 ,clingy people,behavior
 511689673966911488 ,fake people,behavior
 511689757835808768 ,fake people,behavior
 511689812345384960 ,fake people,behavior
 511689971757891584 ,fake people,behavior
 511690059847061504 ,fake people,behavior
 511690244362866689 ,fake people,behavior
 511690806395015168 ,fake people,behavior
 511693784389017600 ,ignorant people,behavior
 511694304452939776 ,rude people,behavior
 511696670065958913 ,difficult people,behavior
 511696808469594112 ,difficult people,behavior
 511698431673655296 ,fake people,behavior
 511699970970243072 ,fake people,behavior
 511702248489885698 ,childish people,behavior
 511703640986619905 ,ungrateful people,behavior
 511706811896840192 ,white people,race
 511711773733289985 ,judgemental people,behavior
 511719013098192896 ,selfish people,behavior
 511731541475876864 ,petty people,behavior
 511732934005362688 ,petty people,behavior
 511732980134707202 ,petty people,behavior
 511740295000494080 ,stupid people,other
 511745017786806273 ,selfish people,behavior
 511764047331876864 ,old people,physical
 511776819012304896 ,white people,race
 511847031636492288 ,selfish people,behavior
 511852945617743872 ,preppy people,class
 511856489812987904 ,ugly people,physical
 511868762354905088 ,petty people,behavior
 511871048250175488 ,selfish people,behavior
 511888488162000896 ,stupid people,other
 511892233663287297 ,sneaky people,behavior
 511935887979323392 ,pretty people,physical
 511963683636121601 ,ignorant people,behavior
 511968700019527680 ,black people,race
 511971808006774784 ,mean people,behavior
 511975222183198721 ,white people,race
 511975264105267201 ,white people,race
 511976618890657792 ,mean people,behavior
 511978367915425792 ,unreliable people,behavior
 511983266828939264 ,disrespectful people,behavior
 511984709698457600 ,white people,race
 511990162260492288 ,difficult people,behavior
 511992997626785792 ,ungrateful people,behavior
 512007971287883776 ,fake people,behavior
 512009472839921664 ,fake people,behavior
 512019887330299904 ,black people,race
 512025105028096000 ,dumb people,other
 512029630669529088 ,selfish people,behavior
 512041508933877760 ,black people,race
 512047448068345856 ,rude people,behavior
 512057443107762176 ,insecure people,behavior
 512063461916819458 ,disrespectful people,behavior
 512069887628693504 ,ignorant people,behavior
 512070034416758784 ,rude people,behavior
 512070814548910081 ,rich people,class
 512072924300607489 ,cocky people,behavior
 512085301657735170 ,rude people,behavior
 512096093623308289 ,messy people,behavior
 512097838436978688 ,greedy people,behavior
 512106726167158784 ,dumb people,other
 512108944970358784 ,serious people,behavior
 512109293093416960 ,clingy people,behavior
 512213186003873792 ,rude people,behavior
 512214763083145217 ,fake people,behavior
 512218676331024384 ,shitty people,behavior
 512248179102720000 ,stupid people,other
 512280282305949697 ,ignorant people,behavior
 512315149538299904 ,immature people,behavior
 512315912914219009 ,old people,physical
 512326654526775296 ,older people,physical
 512327589843992577 ,racist people,race
 512330806883536896 ,rude people,behavior
 512346074132905985 ,black people,race
 512350192931045377 ,fat people,physical
 512351384134369280 ,stupid people,other
 512351958749806592 ,stupid people,other
 512355289010434050 ,ignorant people,behavior
 512358627688992768 ,stupid people,other
 512359722389741569 ,pretentious people,behavior
 512360158630924288 ,white people,race
 512360913584676866 ,selfish people,behavior
 512362264163147776 ,than people,other
 512364671698206720 ,cocky people,behavior
 512369792922447872 ,unreliable people,behavior
 512381406975365120 ,rude people,behavior
 512390898672758785 ,dumb people,other
 512393079689863168 ,rich people,class
 512396586156953600 ,white people,race
 512412356744585217 ,flakey people,behavior
 512417515725946880 ,unappreciative people,behavior
 512419088598315008 ,fake people,behavior
 512426470556581890 ,inconsistent people,behavior
 512426730590851072 ,disrespectful people,behavior
 512430060872421376 ,black people,race
 512431981893021696 ,rude people,behavior
 512434007733059584 ,selfish people,behavior
 512435509290102784 ,nosey people,behavior
 512442023040004096 ,white people,race
 512451720258281472 ,childish people,behavior
 512456195592822784 ,than people,other
 512465901195522049 ,dramatic people,behavior
 512477083235540992 ,rude people,behavior
 512556254913658880 ,pregnant people,gender
 512556825326415872 ,black people,race
 512582813221408768 ,old people,physical
 512617730806390784 ,negative people,behavior
 512635917316915200 ,mean people,behavior
 512656360350023680 ,messy people,behavior
 512671875088908289 ,white people,race
 512684109869506560 ,white people,race
 512685468823990272 ,black people,race
 512689797333151744 ,sneaky people,behavior
 512713105084661760 ,rude people,behavior
 512731048312979456 ,jealous people,behavior
 512760127426813952 ,white people,race
 512763197678309378 ,selfish people,behavior
 512771619823947778 ,immature people,behavior
 512773205270855681 ,white people,race
 512773989597315072 ,white people,race
 512776309076787200 ,sometimey people,other
 512778108403847168 ,bipolar people,disability
 512779769385992192 ,fake people,behavior
 512780494962839552 ,inconsistent people,behavior
 512781472244060160 ,rude people,behavior
 512787008729522177 ,white people,race
 512787247825825792 ,white people,race
 512788267041714177 ,white people,race
 512788908766023681 ,sensitive people,behavior
 512804415116308480 ,black people,race
 512806805861195776 ,selfish people,behavior
 512807095242981376 ,selfish people,behavior
 512813135036575745 ,white people,race
 512815316078825473 ,ungrateful people,behavior
 512830084231606274 ,disrespectful people,behavior
 512836283425501184 ,racist people,race
 512839278158565376 ,mean people,behavior
 512839466906419200 ,childish people,behavior
 512843413730123776 ,fake people,behavior
 512918336603037696 ,homophobic people,sexual_orientation
 512952771817926657 ,homophobic people,sexual_orientation
 512958765490913280 ,rich people,class
 512976486404718593 ,white people,race
 513009134875070465 ,lazy people,behavior
 513014289687654400 ,jealous people,behavior
 513019767452872705 ,sarcastic people,behavior
 513028084736749568 ,selfish people,behavior
 513034451706994688 ,racist people,race
 513040571192340480 ,white people,race
 513066089354629120 ,drunk people,other
 513069813896589312 ,fake people,behavior
 513072275932069888 ,difficult people,behavior
 513074201100447744 ,ignorant people,behavior
 513078978413076480 ,fake people,behavior
 513079448204103680 ,fake people,behavior
